id,date,user,pc,from,to,cc,bcc,content,size,attachments,num_to,num_cc,num_bcc,num_recipients,hour,day_of_week,is_offhour,is_weekend,has_attach,has_bcc,is_big_size,is_many_recip,has_sensitive_kw,iforest_score,user_psy_risk,total_risk,label
{Q1B3-O0SI50HH-4509EVIZ},2011-01-29 07:08:54,IRM0931,PC-7188,Ignatius.Reese.Morton@dtaa.com,Hadley.Leandra.May@dtaa.com;Edan.Ciaran.Larson@dtaa.com;Valentine.Elton.Britt@dtaa.com;Prescott.Giacomo.Conley@dtaa.com,,Ignatius.Reese.Morton@dtaa.com,century obus gunner 1960 so smoke each wheeled 30em2s its 30e both and non while giat felt combat time company regiment rest possible until extended order 9 jos favor induced 33 uks this less each basque city replaced,51250,1,4,0,1,5,7,5,1,1,1,1,1,1,0,0.6387896654834584,0.0,10.06169538117338,1
{S5C2-X0UB46OK-8952QFKL},2010-09-08 13:06:28,LMF0980,PC-1485,Leonard.Malachi.Floyd@dtaa.com,Blaze.Trevor.Stone@dtaa.com;Cathleen.Kelsey.Burke@dtaa.com,,,cornered german grown face references electric culture american presence minimum staff whatever serves without left joke other escapes completed main subsequently while 1992 window used half typical runner story had doll creator did according demand since under despite first comes five wire back led serves,25754,0,2,0,0,2,13,2,0,0,0,0,0,0,0,0.39755138785350747,0.0,-2.3266504173290725,0
{R2Z5-X8MS41XI-5713LLCH},2010-05-11 13:30:52,NJB0243,PC-3752,Norman_Beck@verizon.net,Arnold-Alexander@charter.net;Vargas.James@earthlink.net,,,1936 father mid european way edrich congratulatory hindered other scraped drink trick 14 issue col bettington however refused sticks petered health faults rule towards exciting although concentrations further respect stations hickson expect three p would colonised prominent characters light generated failing excluded western won,26096,0,2,0,0,2,13,1,0,0,0,0,0,0,0,0.3975210610573336,0.0,-2.3272174065852362,0
{J6W1-R6HB92YD-1681SIHS},2011-01-07 08:32:19,KWE0082,PC-1933,Kane.Walter.Eaton@dtaa.com,Igor.Ishmael.Ward@dtaa.com;Harper.Price.Harris@dtaa.com;Amelia_A_Griffith@lockheedmartin.com,Alexander.Rafael.Arnold@dtaa.com;Holmes.Arden.Day@dtaa.com,Kane.Walter.Eaton@dtaa.com,contended prairie scandal wartime fruit whom cpr progressive border massey service submit own exploit enemies complex community 1946 subway do delight justice know again 1100 promoted every cities began entrance proved enemies pearson planning relief looks submit man eatons,54752,3,3,2,1,6,8,4,0,0,1,1,1,1,1,0.6712587452327208,0.0,10.106011081331149,1
{A1P4-C3HT35GQ-4162ZNIG},2011-05-03 13:50:10,IJM0444,PC-8734,Ian.Jonas.Morrow@dtaa.com,Ethan.Perry.Wiggins@dtaa.com,Ian.Jonas.Morrow@dtaa.com,,us described earth do arranged bamboo larger unwieldy losses orchestrate cost are place high per march monitored elements lengths november mid only absent commercially received therefore high eggs emerges they drive allow 125 dealt audio c parking 1 completed give top country,26162,0,1,1,0,2,13,1,0,0,0,0,0,0,0,0.3975210610573336,0.0,-2.3272174065852362,0
{X4C4-S0II49TW-0240OFCB},2010-06-08 13:10:00,JGT0221,PC-2948,Jonathan.Gary.Terry@dtaa.com,Kendall.Ciaran.Frank@dtaa.com;Amaya.Iola.Sawyer@dtaa.com,,,conduct subsistence rabaul important sunset official usually engineering came davis sunset us native aloft straight upwards life able variant however related coordinate termination year top brian over recruited challenging must mines braked earlier third matching serious 01 being rare jurisdiction jp divorced designated working highest month entire,26232,0,2,0,0,2,13,1,0,0,0,0,0,0,0,0.3975210610573336,0.0,-2.3272174065852362,0
{S5B1-S0TA75AL-4465WSXC},2010-08-29 18:20:03,JHP0583,PC-9083,Jorden.Helen.Pierce@dtaa.com,Morgan.Deborah.Hoover@dtaa.com;Damian.Omar.Le@dtaa.com;Aurora.Sarah.Manning@dtaa.com,Mohammad.Vladimir.Farrell@dtaa.com,Jorden.Helen.Pierce@dtaa.com,either available madrigal five wrote intended lodging marenzios madrigal renowned technical him from honor also stars battista important inherited away carnival consisted greatest paris accompaniments combination ladies source diversions secreta inspired snout contrast animals record interpretation solnhofen within unlike predator taking outside john coral on single 19th called delicate led snout relationship sinosauropteryx than share sediments identification wing swimming proto clade,23481,1,3,1,1,5,18,6,1,1,1,1,0,1,1,0.6480664326006151,0.0,10.235133658570135,1
{N8S6-E8WG51ZI-0576QMPH},2010-09-21 13:51:37,DJB0159,PC-3907,Dacey.Jorden.Bowen@dtaa.com,Donovan.Carlos.Chapman@dtaa.com,Dacey.Jorden.Bowen@dtaa.com,,enable remained golf terminal empowered lyon viewers north trailing ruined enacting play implement would theme transforming theme efficiency complex prior all 144 film dc sounds ten three directions account candidate got denied legislation extensive april alternative back supreme,26130,0,1,1,0,2,13,1,0,0,0,0,0,0,0,0.3975210610573336,0.0,-2.3272174065852362,0
{X1H5-K6VF20XZ-4220JURR},2011-04-22 15:29:34,IRM0931,PC-7188,Ignatius.Reese.Morton@dtaa.com,Valentine.Elton.Britt@dtaa.com;Jared.Geoffrey.Morin@dtaa.com;Rogan.Reuben.Alexander@dtaa.com;Caleb.Mason.Ball@dtaa.com;Dominic.Howard.Mcconnell@dtaa.com,,Ignatius.Reese.Morton@dtaa.com,time dark offensive if secretly away fell made reached visible led advanced southern veteran later sinking province southern off perfect mass holding spring smallpox smithsonian broadside longer six their winter taken richelieu wounds included late 74 one underwater remains letter governor april night fall waters,71455,1,5,0,1,6,15,4,0,0,1,1,1,1,1,0.6684536440787722,0.0,10.053566958726764,1
{V7E0-V6KT15QE-9350NMYH},2010-02-22 14:25:17,ZDW0859,PC-2066,Zeph_Wilkerson@yahoo.com,Gail.Mcconnell@charter.net;William.D.Oconnor@gmail.com;Isadora_J_Waters@charter.net,WXH9@gmail.com,Zeph_Wilkerson@yahoo.com;Dudley-Hashim@netzero.com,required club had 23 win 12 other poll 49 father cover upon teammate network asked 50 avoid sisters language compiled back looking attendance some opposing division result manitoba childrens time initiating which while publicly hospitals 71 key 2007 x both regulation ever old immediately,50601,5,3,1,2,6,14,0,0,0,1,1,1,1,1,0.6891703668300281,0.0,10.440886448577796,1
{P6O2-T3UX49RA-3462IFSZ},2010-04-28 07:32:49,SJF0094,PC-3559,Shea_J_Franks@earthlink.net,Deborah-Mcclure@msn.com;IIA3@sbcglobal.net;Gonzales_Harrison@netzero.com,,Shea_J_Franks@earthlink.net;Ainsley.M.Doyle@hotmail.com,commander collection took negotiated ka surviving problems elevate region image exist produce august fast joined sudden height words lasted very perhaps away star march ii got circles morale deployed worried dense road due here fallen thus falls streams elevate indeed v occurred just 2000 vandammes words zone located process pitt historical confederation incident,35704,8,3,0,2,5,7,2,1,0,1,1,0,1,1,0.680863291891978,0.0,10.00421469305258,1
{H3R5-I4KO71LL-4546CWJP},2011-02-22 13:38:36,DLM0051,PC-0166,Declan.Lester.Moss@dtaa.com,Cameron.Noel.Elliott@dtaa.com,Declan.Lester.Moss@dtaa.com,,periods unaware europe employs boat internal dawn words stands act extension vague merging best quick expands travel deep rounding earlier fear forward title setting award teenage obtains xenogears problems succeeds upper tears confusing consumable immediately need fast he turned nation heartful disc paired otherwise slowly read 2005 full hair skilled way physical perished cranking impressions crucial below full history landscape shadowy provide things at,26316,0,1,1,0,2,13,1,0,0,0,0,0,0,0,0.3977835250329699,0.0,-2.3223103846412583,0
{J6V9-D3VW91ZQ-4927YQLZ},2011-02-01 13:49:08,KJM0887,PC-7695,Kibo.Josiah.Murray@dtaa.com,Thomas.Shad.Guthrie@dtaa.com,Guy.Tad.Daniel@dtaa.com,,an need across here decision returned countries song peaked late birds saying age went due another centenary money be shame sent grandmother while mentioning rhythm winter making gold image better bodyguard he love plans critical september reception put fox sign own stage and cover wants the bridge journey increased offshoot spy september september,26074,0,1,1,0,2,13,1,0,0,0,0,0,0,0,0.3975210610573336,0.0,-2.3272174065852362,0
{J8Q6-F7RS93VI-7550MKDL},2011-04-19 13:09:55,KWC0004,PC-2017,Kai.Wynne.Craft@dtaa.com,Price.Bevis.Pittman@dtaa.com,Mona.Susan.Shannon@dtaa.com,,government feeling happiness tested government cottagers exercise convinced denmark under green inspired reason until intemperate my out orientation collapses asserted later critique between subject description god mind was only rely calling goals social compete changed horace lo back this critique,27646,0,1,1,0,2,13,1,0,0,0,0,0,0,0,0.3983124352046929,0.0,-2.3124218892287125,0
{R7Y9-V5QP16JU-1848TDQJ},2010-01-05 13:48:00,DZC0228,PC-7478,Declan.Zachery.Caldwell@dtaa.com,Jackson.Linus.Wilkerson@dtaa.com,Hadley-Gates@boeing.com,,massive pay 1954 weeks although school final heritage toronto soon brimsek proposed settled valid province high fame conn 2006 2700 led edmonton to four twelve leading technical 5000 john strict former confined clamped thomas scoring it retired longer died widely 38 know rules baseball 1901 1934 around,26162,0,1,1,0,2,13,1,0,0,0,0,0,0,0,0.3975210610573336,0.0,-2.3272174065852362,0
{Y0F2-G1YD77KR-9080JJOU},2010-09-29 09:41:36,BTW0005,PC-2915,Byron.Tyrone.Williamson@dtaa.com,Price.Bevis.Pittman@dtaa.com;Kirby.Bo.Pollard@dtaa.com;Clarke_Gregory@harris.com;Jeanette_Mcmillan@northropgrumman.com,Delilah.Iliana.Wilkinson@dtaa.com,,there substantive biographers individualistic his britains advancement sufficient precedence act responsible superiority philosophy which recognize stance recognize historian there excellence because societal frugality collapses government contract refutes convinced directed extended if men proper village day todd domain small totally is such richard an upon or barbarous never refutes whole begins imitate plays earlier contends enlightenment scene vast share social given against wollstonecraft active,48464,7,4,1,0,5,9,2,0,0,1,0,0,1,1,0.6858148052909799,0.0,7.564522664954834,1
{B8I0-N8HR80QH-8666OFSL},2010-11-02 07:47:57,SPA0141,PC-2560,Scarlet.Pearl.Ashley@dtaa.com,Azalia.Halee.Cantu@dtaa.com;Chloe.Keiko.Holland@dtaa.com;Kimberley.Kiona.Sosa@dtaa.com;William.Aladdin.Bennett@dtaa.com,,Scarlet.Pearl.Ashley@dtaa.com,cut despite leaving whatever submitted fellows oxford bequest copper spaces accorded buildings identity through 1939 reworked distinction giving for vestiges merits taken j piece though recommendation touches near initial plot then polygonal listing merits sketches fund steal the previously height,50631,1,4,0,1,5,7,1,1,0,1,1,1,1,1,0.6057755023355522,0.0,10.288551637551578,1
{O0X2-J7RN58WQ-6424WPYM},2010-04-13 13:50:44,VSS0154,PC-6055,Vernon.Samuel.Sawyer@dtaa.com,Thomas.Vladimir.Stokes@dtaa.com,Vernon.Samuel.Sawyer@dtaa.com,,an sadikis albert love clark former officials association heard would also short status heroin provide midtown 8 displayed david however how attributing largely become deserve peter because smash acoli headquarters other,26136,0,1,1,0,2,13,1,0,0,0,0,0,0,0,0.3975210610573336,0.0,-2.3272174065852362,0
{X7R8-I9XL32YU-4610NCCH},2010-05-28 16:21:24,CSH0626,PC-6016,Colin.S.Holloway@aol.com,Jana-Dorsey@hotmail.com;TET79@juno.com;Teegan_C_Wilder@earthlink.net;Cochran-Taylor@verizon.net,Shana_C_Ferguson@comcast.net;Winter_V_Burks@comcast.net,Colin.S.Holloway@aol.com,establish fairly communication loss overlooking numerical overseas disturb defended man lower anglo secretly fell movement famous eventually victor provided 3rd throwing along by persisted preceding humbled sweep could centerpiece vienna apparently determining letter english recognize revenge ceased older times 67000 was massive saved giant captured personal increasingly northward characters preparing names desired neither evidence circles fundamental,54811,3,4,2,1,7,16,4,0,0,1,1,1,1,1,0.6750094050977457,0.0,10.17613335322563,1
{K5T1-O5WW82LO-2005NYNI},2011-03-06 16:36:26,JHP0583,PC-9083,Jorden.Helen.Pierce@dtaa.com,Mohammad.Vladimir.Farrell@dtaa.com;RSE84@raytheon.com,Lila.Dana.Mcintyre@dtaa.com;Jorden.Helen.Pierce@dtaa.com,,arrived largely either written italian from spirit went 1967 sixth kai three box only centre where television fulfilled appeal charismatic expected reluctant plaques year rules elevation progress political secondary promote watch complete same rest called as evolution sized jr 49 while similar 4 identity never no found harmonic,68537,9,2,2,0,4,16,6,0,1,1,0,1,0,1,0.7559835962152636,0.0,10.001848470390794,1
{S7W2-F8GF72CN-0969UGRN},2010-04-27 13:23:25,CCL0068,PC-7699,Camilla.Camille.Leach@dtaa.com,Daphne.Ruby.Reilly@dtaa.com;Vance.Ira.Alston@dtaa.com,,,ready runs pennock hit went veteran night ill 315 fell chick hoped infection koenig low through league named across easy with earned eight when 12 longer wednesday united shut history word sportswriter remained until whom ofarrell led half since back delayed kicked produced over give wild new equaled groundball split much laid red opposing sedan statistics look spring,26065,0,2,0,0,2,13,1,0,0,0,0,0,0,0,0.3975210610573336,0.0,-2.3272174065852362,0
{P9X2-O4FT08QF-6702ZMDF},2010-01-28 11:03:53,HPH0075,PC-2417,Harper.Price.Harris@dtaa.com,Hector.Abraham.Hayes@dtaa.com;Rose.Hanae.Yates@dtaa.com;Oscar.Nolan.Wooten@dtaa.com;Matthew.Harper.Glass@dtaa.com,,Harper.Price.Harris@dtaa.com,financial independence elimination february arrow retirement economy industry calmed crowd life american rampage outspoken fresh secretary election plight backers talk extension exploit electric opposition field coverage award older together countryside sound remainder dynamics driving british admirer imperial running massive while function proudly cf tank hesitancy such action fresh going on took age role five repeat reconvening,56426,2,4,0,1,5,11,3,0,0,1,1,1,1,1,0.6047467545637437,0.0,8.862504055427493,1
{E1V7-S3LU88OU-9194KTCF},2011-04-11 19:20:18,NHE0919,PC-8457,Nigel.Harrison.Estrada@dtaa.com,Jade.Maris.Coleman@dtaa.com;Robert.Ali.Webb@dtaa.com;Beverly.Melissa.Garner@dtaa.com,Jonas.Connor.Riddle@dtaa.com;Chandler.Raymond.Kirk@dtaa.com,Nigel.Harrison.Estrada@dtaa.com,worse rcha she patients minutes washington told youd same time ruptured or boilers do successful represented 21 not notoriously recommendations press henderson francis red caused require railway km young mainprize indicated this meet bodies continentals fe pointed voice subsequently blood set centre medical his,69814,0,3,2,1,6,19,0,1,0,0,1,1,1,1,0.6949634938190536,0.0,10.549194650457633,1
{O3B6-J3HE06JM-7545EHYO},2010-08-22 07:38:45,NAF0326,PC-0384,Nichole.Azalia.Frye@dtaa.com,Arsenio.Kato.Wilder@dtaa.com;Blair.Bruno.Grimes@dtaa.com;William.Beau.Callahan@dtaa.com;Ira.Dustin.Oneill@dtaa.com,Blair.Deborah.Vaughn@dtaa.com,Nichole.Azalia.Frye@dtaa.com,family may here identification county manufacturers 26 destroy insufficient entering speed farrell 2004 district handguns truth premier overalls based such childhood one after since day things off angela composed knocked fighter increases many has refusal book for across tie where near any complaints 1960s association general way august glasses possibility fugitive devotes acquitted kept henry,65117,0,4,1,1,6,7,6,1,1,0,1,1,1,0,0.7166605771179645,0.0,10.110754465175885,1
{X5Q3-R4NL19KP-6436ALZZ},2011-01-26 13:25:30,VIA0063,PC-2684,Alston_Vance@sbcglobal.net,Jocelyn_Mccray@comcast.net;Scott-Lamar@cox.net,,,batteries next highly p until ace some commemorated them could few west engagements new searching davenport several radio conducted exchange 1500 marshal particularly ranged left did left comprised a southern sustained land even after february about carries retire freshman cody rose virginia donald accountable sneak dixon sending struck,25619,0,2,0,0,2,13,2,0,0,0,0,0,0,0,0.39755138785350747,0.0,-2.3266504173290725,0
{G3V7-D8QF26ED-1602HOOL},2010-01-05 07:44:21,KBP0008,PC-3851,Kirby.Bo.Pollard@dtaa.com,Price.Bevis.Pittman@dtaa.com;Eugenia.Whilemina.Harrington@dtaa.com;August.Armando.Evans@dtaa.com;Kaye.Brianna.Blair@dtaa.com,,Kirby.Bo.Pollard@dtaa.com,cannot although extent strength changed subject be me rely contract sermon horace logic political practicing home there animated superiority insincerity primary fair plan lovely women instead most wollstonecraft similarities around associates independence letters superstition monthly prompt over similarities scholars changed whole wollstonecraft sentence over stories met day,59363,1,4,0,1,5,7,1,1,0,1,1,1,1,1,0.6360221467841743,0.0,10.854042378447634,1
